locus_tag	hyphy_rp75_enterobacterales	hyphy_rp75_enterobacteriacaea	codeml_dn_rp75_enterobacterales	codeml_ds_rp75_enterobacterales	codeml_dnds_rp75_enterobacterales	codeml_dn_rp75_enterobacteriacaea	codeml_ds_rp75_enterobacteriacaea	codeml_dnds_rp75_enterobacteriacaea
b3858	0.07689798507849403	0.056818653316201	0.018648571428571434	0.3225099999999999	0.05779999999999994	0.008575000000000001	0.20532750000000002	0.04180000000000001
b2579	0.07602897223307394	0.05921824827491093	0.014418571428571426	0.19965428571428573	0.07219999999999994	0.0063799999999999985	0.11531250000000004	0.05529999999999996
b1952	0.09018147978291537	0.05483553625675114	0.03060491803278689	0.4837819672131147	0.06329999999999994	0.0125	0.2582212121212121	0.0484
b1104	0.1396485204439262	0.1279236058879967	0.05984675324675327	0.4467623376623376	0.13400000000000017	0.035890697674418603	0.28729534883720936	0.125
b1003	0.07037506048076471	0.07411096161880965	0.023241666666666664	0.4915116666666668	0.04729999999999993	0.014747222222222224	0.27397222222222223	0.05380000000000003
b2432	0.1570921788747074	0.1460492529869	0.04905194805194804	0.35030649350649357	0.14000000000000007	0.028674418604651166	0.21441860465116286	0.1337000000000001
b2181	0.1180704816139718	0.08602093305461302	0.03488142857142856	0.2950171428571429	0.11819999999999992	0.01733421052631579	0.2027657894736842	0.08550000000000002
b2535	0.1667589985933051	0.1413042300540718	0.06397746478873241	0.4254915492957747	0.15039999999999995	0.03741162790697675	0.3034046511627907	0.12330000000000008
b0102	0.1027444405922705	0.08425650537268296	0.03212105263157896	0.3318355263157894	0.0968	0.020540476190476185	0.2517142857142857	0.08159999999999992
b1060	0.06807446533315915	0.05933642095245835	0.017017105263157892	0.30720263157894734	0.05540000000000001	0.009761904761904763	0.1848	0.05279999999999997
b1951	0.07577288813197418	0.0852269584566159	0.027867213114754107	0.49960163934426227	0.055800000000000044	0.020005128205128207	0.2965410256410257	0.06749999999999994
b2250	0.123282294963624	0.1050748052198679	0.04346376811594204	0.45186086956521737	0.09619999999999988	0.021740540540540542	0.2550756756756757	0.08519999999999996
b3398	0.1182031497455522	0.09486109427282365	0.04194545454545453	0.40070519480519473	0.10470000000000007	0.024672093023255806	0.2814767441860465	0.08760000000000003
b1915	0.1056329647465986	0.0	0.03069583333333333	0.3930444444444443	0.07810000000000004	0.016926315789473678	0.22868684210526313	0.07399999999999997
b0163	0.04822911836819023	0.02571050236026457	0.009232876712328768	0.25446712328767124	0.03629999999999995	0.003984615384615385	0.21100256410256407	0.018900000000000017
b0460	0.02108438784952101	0.01982777781773882	0.007889705882352943	0.5801499999999998	0.013599999999999975	0.005073529411764706	0.3374441176470588	0.01500000000000001
b1381	0.1214568191522595	0.1087751736473403	0.05561818181818181	0.48080259740259723	0.11570000000000018	0.03197209302325583	0.31100697674418604	0.10280000000000013
b2007	0.08129375416906823	0.07813555731519423	0.010626666666666663	0.17085066666666673	0.06219999999999991	0.007019512195121953	0.1133658536585366	0.06190000000000003
b2586	0.1066491807801178	0.09160922735533789	0.03763492063492063	0.41313492063492063	0.09109999999999997	0.027926829268292683	0.33099268292682926	0.08440000000000002
b3159	0.09008905745699801	0.06736957632605961	0.022025352112676054	0.2819971830985915	0.07810000000000004	0.010697674418604653	0.18016744186046516	0.05939999999999999
b0922	0.0540207948200707	0.04688464565419335	0.009559210526315788	0.1905013157894737	0.05019999999999991	0.006076190476190473	0.14404761904761906	0.04220000000000001
b1892	0.07990109966283986		0.02099365079365079	0.2918952380952382	0.07189999999999999			
b3793	0.09631184383259576	0.07066855855206021	0.023625974025974023	0.3387831168831169	0.06970000000000007	0.012669767441860467	0.2250627906976744	0.05629999999999997
b0461	0.05925023850985817	0.04073153282158809	0.020595774647887328	0.39674225352112674	0.051899999999999946	0.008705405405405407	0.29473513513513516	0.029499999999999985
b1891	0.05239389170950789		0.012216923076923075	0.24308769230769228	0.05019999999999993			
b3647	0.1381607463481628	0.1363556840185332	0.08006000000000002	0.5625538461538462	0.14229999999999993	0.06326216216216216	0.4934837837837838	0.1282
b1739	0.07735475293114089	0.06542303685126995	0.026108823529411764	0.3734308823529412	0.06989999999999998	0.012237499999999998	0.19867750000000003	0.06160000000000001
b1744	0.1444918379409824	0.1520883709758568	0.05307164179104476	0.40189701492537305	0.13210000000000005	0.04185121951219511	0.32521707317073173	0.1287
b0803	0.09415352349496234	0.1040361444044014	0.03587936507936508	0.4623809523809524	0.0776	0.027691428571428568	0.30339999999999995	0.09129999999999996
b1726	0.0934918677922266	0.08053188649352123	0.031196103896103902	0.4343844155844155	0.07179999999999995	0.019476744186046505	0.30271162790697675	0.0644
b3085	0.0921126634488976	0.09804252571755721	0.027185915492957746	0.37599577464788736	0.07229999999999999	0.017209756097560976	0.20573902439024389	0.08369999999999991
b1604	0.09035056866502585	0.07799368664006305	0.02600526315789474	0.3185736842105262	0.08159999999999992	0.015723809523809522	0.21487142857142855	0.07319999999999996
b2169	0.09187276717702833	0.07488025488011056	0.023418181818181807	0.26246753246753235	0.08919999999999996	0.015132558139534884	0.21043023255813956	0.07189999999999996
b1610	0.1064733341108384	0.09620146330605911	0.04778181818181816	0.5001610389610389	0.09550000000000014	0.03042790697674418	0.3636627906976745	0.08369999999999991
b2671	0.09152360902816022	0.07630854892391604	0.028886567164179103	0.35193880597014926	0.08209999999999994	0.014479487179487181	0.20865897435897432	0.06939999999999995
b3414	0.03544067950501055	0.02031413391339781	0.006735211267605632	0.20167746478873244	0.03340000000000002	0.0033486486486486496	0.16577297297297297	0.0202
b3554	0.09720755279293158	0.07483442706470574	0.036817333333333334	0.43795733333333325	0.08410000000000006	0.013073170731707315	0.2035560975609756	0.06420000000000002
b4255	0.1003815462577142	0.08105492082473818	0.016593333333333328	0.2460266666666666	0.06749999999999992	0.009539024390243903	0.16198292682926826	0.058899999999999966
b0458	0.09708405793732544	0.1040107129303799	0.04459066666666666	0.5701959999999998	0.0781999999999999	0.02539534883720931	0.28897906976744187	0.08789999999999996
b1051	0.07791170924065888	0.05781314441559928	0.031101538461538472	0.6617769230769232	0.047000000000000035	0.01995609756097561	0.6267243902439025	0.03180000000000003
b0966	0.0841385775312706	0.05816053065577288	0.02486266666666666	0.3453186666666668	0.07200000000000004	0.011453658536585367	0.20446829268292685	0.056000000000000036
b4001	0.1386462885083228	0.1228442620421492	0.05949090909090909	0.4446623376623377	0.13380000000000014	0.02805813953488372	0.2279139534883721	0.1231
b1321	0.06156554021715639	0.04187661394409099	0.015784415584415575	0.28317012987012996	0.055699999999999944	0.009455813953488374	0.2507883720930232	0.03770000000000002
b3663	0.1078672716425055	0.09841177829721535	0.04748064516129032	0.48821774193548395	0.09729999999999996	0.023397499999999998	0.26775	0.08740000000000005
b1842	0.06363148930114355	0.05350934434162401	0.026326865671641796	0.5052104477611938	0.05209999999999993	0.017718918918918913	0.37751081081081084	0.04689999999999996
b4547	0.06851978609932703	0.05140307274930454	0.022754929577464784	0.4693478873239438	0.048500000000000085	0.011582051282051281	0.25349743589743584	0.045700000000000025
b3891	0.09082029193029348	0.05073090784518026	0.023166233766233765	0.2815246753246753	0.08230000000000003	0.00738604651162791	0.1448232558139535	0.05099999999999999
b0919	0.07190189189404733	0.05806800465526309	0.03345428571428572	0.5016914285714282	0.0667	0.015828571428571428	0.3005619047619047	0.052599999999999994
b0814	0.1698294648865858	0.1751357995273908	0.025323611111111106	0.15895000000000004	0.1593	0.01747500000000001	0.11479750000000002	0.15219999999999995
b4217	0.0	0.07309872116124762	0.01374647887323944	0.32867746478873244	0.041799999999999955	0.006220512820512821	0.10066153846153844	0.0618
b3472	0.1251775808205506	0.09110868923656866	0.036192207792207796	0.324403896103896	0.11160000000000005	0.016451162790697676	0.19918372093023254	0.0826000000000001
b3459	0.1447148415879667	0.1128936900076869	0.05467532467532469	0.42921168831168854	0.12739999999999987	0.02696744186046511	0.25546511627906987	0.10559999999999993
b0923	0.06350807999227837	0.03149962491176396	0.012076623376623375	0.22080649350649348	0.0547	0.004916279069767441	0.1845209302325581	0.02669999999999997
b0681	0.08549809807267951	0.05823015002922333	0.023177049180327865	0.3490819672131147	0.0663999999999999	0.009856097560975611	0.19709268292682927	0.05000000000000002
b1108	0.06199574165678253	0.03770615940243731	0.017433333333333335	0.3811130434782607	0.04570000000000004	0.007502439024390246	0.25544878048780484	0.029400000000000006
b3746	0.09547371771767134	0.07551023425993375	0.02671688311688311	0.3168545454545455	0.08429999999999989	0.01698837209302326	0.2484	0.0684
b1633	0.04366299398537554	0.03123469231129989	0.012948000000000001	0.3093093333333334	0.04179999999999995	0.00846829268292683	0.2953341463414635	0.02869999999999997
b2961	0.1045825273139089	0.0865734131383631	0.023798701298701302	0.23837402597402607	0.09980000000000008	0.01491860465116279	0.17949302325581395	0.08309999999999997
b0708	0.1315980243370902	0.1298308752337292	0.043661194029850754	0.3626611940298508	0.12040000000000003	0.030162857142857144	0.2662685714285714	0.11330000000000008
b3288	0.07352102298098973	0.06788920934857692	0.022593506493506495	0.30462727272727264	0.07420000000000003	0.015325581395348838	0.2204232558139535	0.06959999999999993
b1014	0.08222436251147147	0.06934106717805928	0.020316438356164375	0.26438767123287665	0.0768000000000001	0.012269230769230767	0.19387179487179487	0.06329999999999995
b2315	0.1103392269188675	0.1029340140393322	0.029929870129870133	0.25665454545454547	0.11660000000000001	0.019246511627906977	0.18619767441860463	0.10340000000000002
b0642	0.06189721939079203	0.05367440194155619	0.010207792207792207	0.1744701298701299	0.058500000000000045	0.006632558139534886	0.127693023255814	0.05190000000000002
b4258	0.06588052896666803	0.04971510277985183	0.009089610389610392	0.15478441558441555	0.05869999999999999	0.005006976744186046	0.11471395348837206	0.043700000000000024
b0026	0.08301757344157351	0.07469027896593443	0.013482191780821917	0.16963835616438366	0.07950000000000006	0.008432558139534883	0.1191674418604651	0.07080000000000006
b0888	0.05774242148809524	0.04141164940164622	0.012658666666666662	0.23664666666666667	0.053500000000000075	0.006651219512195122	0.16977317073170733	0.039199999999999964
b2563	0.05962502488694174	0.04525978791888162	0.01844342105263158	0.3319197368421052	0.05560000000000007	0.010890476190476192	0.24455238095238097	0.04449999999999999
b0589	0.112533522064573	0.08614851116224116	0.04342295081967212	0.42477213114754114	0.1021999999999999	0.019434883720930232	0.24124418604651157	0.08049999999999992
b0153	0.09732316144517082	0.07863158554105584	0.03617534246575343	0.4570205479452054	0.0792000000000001	0.018706976744186043	0.2983720930232558	0.06269999999999999
b2817	0.06696218546408761	0.0459506566376273	0.01896805555555555	0.31857361111111115	0.059499999999999914	0.009722499999999999	0.23646249999999996	0.04109999999999998
b2435	0.08920168441374275	0.06298215353565868	0.023286567164179102	0.323444776119403	0.07200000000000004	0.010653488372093024	0.18666279069767444	0.057100000000000005
b4169	0.1169538862294737	0.08991929868531105	0.03744285714285713	0.35695584415584414	0.10489999999999983	0.02046976744186046	0.24702093023255814	0.08280000000000008
b0108	0.09566904605310547	0.07158022392369565	0.04576799999999999	0.5704026666666666	0.08019999999999988	0.02466585365853658	0.42129999999999995	0.05850000000000001
b4043	0.04267595754468433	0.03312749363809905	0.008833333333333335	0.2221666666666666	0.03969999999999997	0.005218421052631579	0.16981578947368423	0.030699999999999974
b1412	0.09022659085277021	0.07298629896507686	0.017595890410958905	0.19007534246575344	0.0926	0.011034146341463413	0.1548414634146341	0.07120000000000003
b2517	0.05027621037681494	0.03470176066596929	0.009801333333333334	0.21562133333333325	0.04550000000000007	0.005300000000000001	0.17170000000000005	0.030899999999999997
b3921	0.1283053659648098	0.09593036495255039	0.039789333333333336	0.39528800000000014	0.10069999999999985	0.019313953488372095	0.24695116279069762	0.07819999999999995
b2806	0.06485437117196226	0.04412996533839665	0.0151987012987013	0.2547883116883117	0.059699999999999996	0.007918604651162793	0.1898860465116279	0.04170000000000002
b2748	0.08631393039179634	0.05971687683456378	0.01626363636363637	0.20911038961038964	0.07779999999999992	0.007244186046511627	0.12992325581395348	0.055700000000000006
b2135	0.06739462731064143	0.04773942843897453	0.021636764705882352	0.3549044117647059	0.06099999999999996	0.012476190476190474	0.2769595238095238	0.04509999999999997
b0451	0.0595892897973218	0.05067982741576601	0.01588571428571428	0.27248831168831156	0.058300000000000005	0.009504651162790697	0.1902604651162791	0.05000000000000001
b3468	0.09844240204685246	0.06918477254762254	0.029204477611940286	0.3738492537313433	0.07810000000000004	0.016867567567567566	0.27800810810810817	0.060700000000000004
b1274	0.05963389895324604	0.04757203355584142	0.010771428571428572	0.1993896103896104	0.053999999999999944	0.006109302325581394	0.14526744186046514	0.04200000000000002
b1763	0.06553780201178838	0.0629500088340624	0.016829870129870125	0.27772597402597393	0.0606	0.011590697674418603	0.20223953488372087	0.0573
b2434	0.0710341165383153	0.05355341660608828	0.014156164383561648	0.23493561643835617	0.06020000000000002	0.008984615384615386	0.19973846153846153	0.04499999999999998
b3385	0.115258431877842	0.09470331518759771	0.03410666666666667	0.3049733333333333	0.11190000000000012	0.022204878048780484	0.23880243902439022	0.09299999999999999
b4374	0.08364346288672815	0.07232840027393261	0.03609374999999999	0.48032656249999994	0.07509999999999996	0.01483333333333333	0.21983809523809525	0.06749999999999994
b2293	0.09625453500686934	0.08678579818199592	0.03949066666666666	0.4706600000000002	0.08389999999999992	0.031711627906976736	0.4169162790697674	0.07609999999999996
b2690	0.07550619277628136	0.05985260010437221	0.027461333333333334	0.39636533333333335	0.06930000000000007	0.01537906976744186	0.26168372093023257	0.05880000000000002
b3715	0.0892941822350816	0.07988352054737399	0.03032985074626866	0.3858656716417911	0.07859999999999988	0.01788536585365853	0.23793902439024395	0.07520000000000003
b3885	0.09261503150701013	0.07081975444023353	0.029233766233766244	0.3773792207792207	0.07749999999999992	0.016953488372093022	0.28243488372093023	0.060000000000000046
b1727	0.0965597961239365	0.08878949124926151	0.03669718309859156	0.4089112676056339	0.0898000000000001	0.023320930232558143	0.2623116279069767	0.08890000000000009
b3812	0.1229560972728704	0.1043989785370011	0.033725	0.31300131578947377	0.10780000000000008	0.02117380952380952	0.22480238095238092	0.09419999999999995
b3399	0.1172340506907793	0.1026644836720982	0.02882058823529412	0.26236323529411765	0.10979999999999991	0.01626666666666667	0.16500238095238098	0.0985
b3528	0.04939951089851925	0.03360163972143863	0.01116081081081081	0.24685945945945945	0.04519999999999994	0.0056475000000000015	0.18296	0.030800000000000004
b1729	0.05514877940512772	0.03686255972900909	0.014229333333333332	0.278092	0.051200000000000044	0.007134146341463417	0.20197804878048778	0.03529999999999996
b3089	0.08469253796648767	0.05870917050715756	0.020947887323943662	0.2547450704225353	0.08220000000000004	0.01150232558139535	0.19423488372093023	0.05920000000000001
b3934	0.07475353407876377	0.05916446565079116	0.02233421052631578	0.32953157894736834	0.06780000000000005	0.012978571428571431	0.2277523809523809	0.05699999999999998
b2837	0.06881610359541966	0.05325305665520263	0.018523376623376612	0.29348311688311696	0.06310000000000003	0.011646511627906976	0.2299697674418605	0.050600000000000006
b3438	0.05767936620272046	0.03162746512438765	0.027656578947368428	0.5653328947368419	0.048900000000000055	0.005064285714285714	0.17910476190476188	0.0283
b1658	0.04401560394030005	0.03257042714376754	0.00971621621621622	0.24390675675675685	0.03989999999999997	0.005383333333333333	0.18713333333333335	0.028800000000000006
b0080	0.02895882188037198	0.01427626723781755	0.008252702702702704	0.29977567567567565	0.02750000000000003	0.0033250000000000003	0.2598625	0.012799999999999992
b3753	0.07297667398936672	0.05104672394130121	0.030415584415584417	0.4489155844155845	0.06780000000000005	0.011888372093023254	0.2406534883720931	0.04939999999999994
b2151	0.07557563897976705	0.05946103930959797	0.022379365079365075	0.31509365079365065	0.07100000000000004	0.013762162162162158	0.2359135135135135	0.058300000000000005
b2150	0.06135673974110246	0.04364173437271342	0.011271212121212125	0.19133636363636364	0.05889999999999996	0.006197368421052633	0.14627894736842104	0.0423
b1901	0.04815130335634934	0.03378813057132434	0.009604477611940299	0.22019701492537316	0.04360000000000005	0.0057885714285714285	0.1920657142857143	0.030199999999999998
b0420	0.05811081692400412	0.04171108822071131	0.012829333333333333	0.2363133333333334	0.054299999999999994	0.006972093023255813	0.1785720930232558	0.039099999999999975
b2935	0.05854646146150308	0.04583478518520474	0.009467532467532467	0.1691467532467532	0.056000000000000036	0.00502093023255814	0.11552093023255815	0.04350000000000004
b0854	0.07466258088603789	0.0588317155428317	0.014216438356164384	0.2103753424657534	0.06760000000000001	0.009697674418604653	0.19112558139534885	0.050699999999999974
b0068	0.1135291760159006	0.08903834901954032	0.023320779220779228	0.23116753246753244	0.10090000000000016	0.014360465116279074	0.1771488372093023	0.08110000000000006
b0740	0.05990514415324708	0.05090425623342028	0.010151315789473682	0.16955657894736845	0.059899999999999926	0.006323809523809522	0.1241761904761905	0.050899999999999966
b4473	0.2199754385694795	0.2099139765193771	0.059236363636363615	0.2543012987012987	0.23290000000000036	0.04470697674418605	0.1996651162790698	0.22390000000000024
b3054	0.1509029737035953	0.133246547900858	0.04789200000000001	0.34691733333333324	0.13799999999999993	0.030892682926829285	0.24433658536585368	0.12640000000000004
b3150	0.07830714112039955	0.9165418920175951	0.018877631578947375	0.25961052631578946	0.07270000000000013	0.010564285714285717	0.20271666666666666	0.0521
b4376	0.1349134208304117	0.1258491285707929	0.032361428571428576	0.25444285714285714	0.12720000000000015	0.023855263157894737	0.20625526315789475	0.11569999999999998
b0387	0.06680273517675309	0.06668844081351824	0.0214328947368421	0.3545118421052633	0.060500000000000116	0.016873809523809527	0.26971904761904775	0.06260000000000006
b3497	0.07865195563397862	0.05410538922338632	0.018166233766233785	0.2556714285714286	0.07110000000000007	0.009269767441860465	0.19461395348837213	0.04760000000000004
b0159	0.07284323009665142	0.05887311570512533	0.017821917808219172	0.25042191780821926	0.07110000000000004	0.011717948717948718	0.21100256410256407	0.05550000000000004
b2185	0.2233239772452131	0.1800187751475802	0.021280555555555556	0.09844027777777777	0.21620000000000025	0.014050000000000002	0.07531750000000001	0.1864999999999999
b0905	0.06720438956600078	0.05261006571281851	0.014319480519480517	0.2268688311688312	0.06310000000000003	0.008225581395348836	0.16938604651162797	0.048599999999999983
b1326	0.09155163012978265	0.07612122254415732	0.031964615384615376	0.36603230769230766	0.08729999999999996	0.02061707317073171	0.271460975609756	0.07600000000000004
b0841	0.1397151223702539	0.1401919361208641	0.04853636363636363	0.3973560606060605	0.12220000000000011	0.037969047619047624	0.3036833333333333	0.125
b1093	0.05913940995601668	0.04790357328923529	0.009437499999999998	0.165225	0.057100000000000053	0.004297222222222223	0.09311666666666668	0.04610000000000002
b1539	0.06786893272905661	0.04931663812263484	0.01890266666666667	0.2944373333333332	0.06419999999999995	0.010679069767441861	0.23265581395348836	0.04590000000000004
b1271	0.09909307555126065	0.08862341138724582	0.02766027397260274	0.3015438356164385	0.09170000000000009	0.018153658536585366	0.224309756097561	0.08099999999999997
b0493	0.09428646765516434	0.0819829603455581	0.02382631578947369	0.26936184210526326	0.08849999999999987	0.015680952380952386	0.20588333333333333	0.07609999999999996
b4461	0.0534722279982326	0.0371666662875367	0.013523880597014929	0.29516716417910444	0.04579999999999996	0.006946341463414636	0.2027487804878049	0.0342
b4218	0.06216472950349385	0.05695789418905141	0.012780000000000001	0.23152533333333333	0.055200000000000055	0.00861219512195122	0.1709926829268293	0.0503
b2063	0.06837058369665787	0.05650018847007014	0.022021666666666658	0.38753000000000004	0.05679999999999997	0.012947222222222223	0.25838611111111115	0.05010000000000002
b3424	0.1170698377275359	0.0875816241005335	0.03537236842105264	0.36451447368421047	0.09700000000000018	0.020916666666666667	0.26654285714285714	0.0785
b2950	0.1433539104645772	0.1290692960683251	0.045096000000000004	0.3442266666666666	0.13100000000000017	0.03376976744186046	0.2886325581395349	0.117
b0107	0.09492236880352907		0.05914285714285713	0.6451333333333333	0.09170000000000006			
b1946	0.07844424190434914		0.017379104477611946	0.22578805970149263	0.07699999999999997			
b0053	0.0893553913848618	0.06341483813826232	0.01943733333333334	0.23408666666666672	0.08300000000000012	0.009826829268292685	0.1686853658536585	0.058300000000000005
b2378	0.08084866350538494	0.06518805823749299	0.03070533333333334	0.43630800000000003	0.07039999999999999	0.025919512195121938	0.4647756097560975	0.05580000000000003
b1054	0.08417867025557355	0.07395468297271726	0.026868493150684927	0.3480479452054794	0.07720000000000009	0.018593023255813954	0.2772627906976744	0.06709999999999997
b1855	0.0711472260201796	0.05975369216686721	0.02446233766233766	0.3797753246753248	0.0644	0.01575348837209302	0.2877186046511627	0.05480000000000001
b3208	0.09550399989271295	0.08629578068227103	0.03334520547945206	0.38789315068493146	0.08600000000000006	0.023702564102564105	0.292151282051282	0.08110000000000005
b0957	0.170540625628644	0.1549852517474071	0.01855324675324676	0.1087116883116884	0.17070000000000005	0.01117674418604651	0.07323720930232558	0.1525999999999999
b2344	0.1102195227791046	0.1029313570871599	0.029488311688311675	0.28099870129870136	0.10489999999999983	0.02242093023255814	0.22787674418604648	0.09839999999999992
b3833	0.04629676441535004	0.03214057322697963	0.009945333333333332	0.23817200000000005	0.04179999999999995	0.005763414634146341	0.19957804878048785	0.028900000000000002
b2232	0.07814214058681081	0.0581217195930435	0.019419480519480514	0.27064935064935064	0.07169999999999994	0.011211627906976744	0.20369767441860465	0.05500000000000001
b0921	0.1271138620213545	0.1249202446557796	0.028478947368421055	0.25351842105263145	0.11230000000000008	0.018514285714285716	0.16478095238095236	0.11240000000000003
b0210	0.1050056991879756	0.0	0.03690819672131147	0.37657213114754096	0.09799999999999992	0.026292307692307695	0.24520000000000003	0.10720000000000006
b1430	0.1221568009721773	0.09734303640347457	0.03865774647887323	0.3747042253521126	0.10320000000000011	0.020583720930232554	0.23927441860465118	0.08599999999999995
b1661	0.07974587953412628	0.06334663239768924	0.023074324324324314	0.32973918918918904	0.07000000000000002	0.013722499999999993	0.25561500000000004	0.053700000000000025
b4143	0.05138496982917987	0.0	0.004562499999999998	0.09458611111111115	0.048200000000000014	0.003105263157894738	0.07326052631578946	0.0424
b2525	0.04443540143534809	0.04516695277965302	0.007410169491525424	0.18532372881355927	0.04000000000000002	0.005051219512195122	0.1270658536585366	0.03970000000000001
b1094	0.07645415654289137	0.03226397161880136	0.0057185185185185195	0.07579074074074074	0.07549999999999993	0.0009875	0.03171666666666667	0.030900000000000007
b0091	0.05417907316765249	0.04399306967302399	0.01123506493506494	0.21330129870129869	0.05270000000000008	0.0069046511627907006	0.16505813953488377	0.04180000000000001
b4233	0.05273426111015035	0.04288180404458664	0.012506493506493504	0.24955584415584403	0.050100000000000026	0.00681860465116279	0.17072790697674417	0.03990000000000003
b0851	0.09282829464756297	0.07885789491503427	0.027586567164179104	0.31169552238805964	0.08849999999999988	0.01764651162790698	0.2304116279069767	0.0766
b1765	0.08378888807125169	0.07102696500445788	0.02704805194805195	0.32794545454545476	0.08249999999999985	0.01743953488372093	0.2516209302325581	0.06930000000000003
b1870	0.06866182794242534	0.06428977008492849	0.015421333333333332	0.24423599999999998	0.06310000000000002	0.01015365853658537	0.17009268292682925	0.0597
b1277	0.04843696827486369	0.0	0.010258666666666664	0.21946666666666664	0.04680000000000006	0.005767441860465117	0.17439302325581393	0.03299999999999999
b3785	0.09655401280317998	0.06221299259365148	0.03413733333333333	0.39403866666666665	0.08659999999999986	0.014921951219512198	0.26784878048780486	0.05570000000000001
b3314	0.0	0.006229446338165192	0.0009118644067796609	0.07082881355932202	0.012900000000000014	0.0002857142857142858	0.05109642857142858	0.0055999999999999965
b0087	0.02657242440015125	0.01506088210425772	0.0047	0.19070405405405402	0.02459999999999997	0.0020125	0.13882500000000003	0.014500000000000002
b2610	0.0	0.02072351495416854	0.004845945945945946	0.18544459459459467	0.02610000000000001	0.00239	0.132255	0.0181
b0015	0.04453616896550373	0.0326858688891033	0.007479220779220779	0.18531298701298704	0.0404	0.004048837209302326	0.13922325581395348	0.02909999999999999
